"","SNP","Gene","chr","start","end","width","strand"
"946","PstI.TP110898","Sobic.010G104900.3","Chr10",9875884,9881144,5261,"-"
"947","PstI.TP110898","Sobic.010G104900.4","Chr10",9875884,9881144,5261,"-"
"948","PstI.TP110898","Sobic.010G104900.2","Chr10",9876675,9881144,4470,"-"
"949","PstI.TP110898","Sobic.010G104900.1","Chr10",9875884,9881144,5261,"-"
"950","PstI.TP110898","Sobic.010G104900.3","Chr10",9875884,9881144,5261,"-"
"951","PstI.TP110898","Sobic.010G104900.4","Chr10",9875884,9881144,5261,"-"
"952","PstI.TP110898","Sobic.010G104900.2","Chr10",9876675,9881144,4470,"-"
"953","PstI.TP1155086","Sobic.009G142800.4","Chr09",50005037,50008259,3223,"+"
"954","PstI.TP1155086","Sobic.009G142800.3","Chr09",50005042,50008255,3214,"+"
"955","PstI.TP1155086","Sobic.009G142800.5","Chr09",50005632,50008255,2624,"+"
"956","PstI.TP1166626","Sobic.007G052900.1","Chr07",5369624,5374502,4879,"-"
"957","PstI.TP1166626","Sobic.007G052900.2","Chr07",5369624,5374502,4879,"-"
"958","PstI.TP1166626","Sobic.007G052900.3","Chr07",5369624,5374502,4879,"-"
"959","PstI.TP1166626","Sobic.007G052900.4","Chr07",5369624,5374502,4879,"-"
"960","PstI.TP1193013","Sobic.006G277200.1","Chr06",60822255,60826353,4099,"+"
"961","PstI.TP140016","Sobic.006G225500.1","Chr06",57096038,57097017,980,"+"
"962","PstI.TP30555","Sobic.006G243900.3","Chr06",58395638,58399975,4338,"+"
"963","PstI.TP30555","Sobic.006G243900.2","Chr06",58395638,58401831,6194,"+"
"964","PstI.TP315072","Sobic.008G034000.2","Chr08",3138888,3140962,2075,"-"
"965","PstI.TP410206","Sobic.001G104500.1","Chr01",8001993,8006115,4123,"-"
"966","PstI.TP424396","Sobic.003G161500.3","Chr03",19272846,19277057,4212,"-"
"967","PstI.TP434866","Sobic.006G022200.1","Chr06",3913531,3923044,9514,"+"
"968","PstI.TP452173","Sobic.002G098500.2","Chr02",10523637,10527896,4260,"-"
"969","PstI.TP457393","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+"
"970","PstI.TP476886","Sobic.002G175400.1","Chr02",55392886,55396332,3447,"+"
"971","PstI.TP55941","Sobic.006G150100.1","Chr06",51145123,51147729,2607,"+"
"972","PstI.TP577552","Sobic.002G221400.2","Chr02",61333318,61336713,3396,"+"
"973","PstI.TP577552","Sobic.002G221400.1","Chr02",61333318,61337308,3991,"+"
"974","PstI.TP6534","Sobic.004G306100.2","Chr04",64440836,64451263,10428,"+"
"975","PstI.TP6534","Sobic.004G306200.1","Chr04",64451754,64453755,2002,"-"
"976","PstI.TP6534","Sobic.004G306100.2","Chr04",64440836,64451263,10428,"+"
"977","PstI.TP6534","Sobic.004G306200.1","Chr04",64451754,64453755,2002,"-"
"978","PstI.TP723544","Sobic.009G021700.1","Chr09",1942720,1944208,1489,"-"
"979","PstI.TP738082","Sobic.010G078600.1","Chr10",6555565,6558034,2470,"+"
"980","PstI.TP742466","Sobic.005G222000.1","Chr05",70846703,70855117,8415,"-"
"981","PstI.TP745785","Sobic.006G086900.1","Chr06",45613551,45616219,2669,"+"
"982","PstI.TP745785","Sobic.006G086900.2","Chr06",45613551,45616999,3449,"+"
"983","PstI.TP745785","Sobic.006G086900.3","Chr06",45613551,45616999,3449,"+"
"984","PstI.TP753385","Sobic.008G149450.1","Chr08",58261135,58262523,1389,"-"
"985","PstI.TP773172","Sobic.003G215600.1","Chr03",55053821,55062277,8457,"-"
"986","PstI.TP789647","Sobic.003G379700.1","Chr03",69351545,69356137,4593,"-"
"987","PstI.TP789647","Sobic.003G379700.2","Chr03",69351545,69356140,4596,"-"
"988","PstI.TP935926","Sobic.006G202401.1","Chr06",55350744,55351639,896,"-"
"989","PstI.TP935926","Sobic.006G202500.1","Chr06",55351976,55354089,2114,"-"
"990","PstI.TP935926","Sobic.006G202401.1","Chr06",55350744,55351639,896,"-"
"991","PstI.TP935926","Sobic.006G202500.1","Chr06",55351976,55354089,2114,"-"
"992","PstI.TP991117","Sobic.006G169400.1","Chr06",52632465,52632919,455,"-"
"993","PstI.TP995173","Sobic.002G333400.1","Chr02",70168822,70173890,5069,"-"
