"","SNP","Trait.name","X","Chromosome","Position","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","Adj.P.P.value","Ind.SNP","Method","PS","Software","PVE"
"2485","PstI.TP374911","GS",1956,10,17540639,0.000000685201235851713,0.0515514751012753,114,NA,NA,0.000599185640711128,NA,0.000599185640711128,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.08180859920817"
"2486","PstI.TP375640","fprinW",3130,1,77251518,0.000229457821739024,0.163851285192461,106,NA,NA,0.047028097621106,NA,0.0470280976211059,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","3.23657790681517"
"2487","PstI.TP375640","FW_50",658,1,77251518,0.000225713644378229,0.163851285192461,106,NA,NA,0.0459021065629339,NA,0.0459021065629338,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","3.2662711887976"
"2488","PstI.TP376858","GFW_1",937,4,58079172,0.000444802743848866,0.244866758369657,106,NA,NA,0.0434838615310192,NA,0.0434838615310192,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","5.09313269202914"
"2489","PstI.TP377610","GS",2080,1,9851445,0.000153200141935356,0.0605384036077127,114,NA,NA,0.0260977436592996,NA,0.0260977436592995,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.36965848557916"
"2490","PstI.TP377913","GHW_1",1557,2,76045388,0.000477717994684886,0.0915032679738562,106,NA,NA,0.0342111828736794,NA,0.0342111828736794,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0250606953936225"
"2491","PstI.TP378617","Lg",2425,2,76813654,0.000000416875123576065,0.0702777969815438,114,NA,NA,0.00042062699968825,NA,0.00042062699968825,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","4.70571964490411"
"2492","PstI.TP38134","Lg",2601,3,5048721,0.000178419781381395,0.296293623884263,114,NA,NA,0.0231716066572253,NA,0.0231716066572253,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.94600014807401"
"2493","PstI.TP386442","GHW_50",1840,11,3019,0.0000178396499172483,0.0622742601457301,106,NA,NA,0.0206578630086009,NA,0.0206578630086009,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","5.6428180221272"
"2494","PstI.TP390249","Lg",2716,6,18421,0.000474288528824591,0.0980392156862745,114,NA,NA,0.0392507421614648,NA,0.0392507421614647,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.278740867599082"
"2495","PstI.TP392273","GHW_50",1889,3,6332867,0.000104035851576511,0.0557339282265371,106,NA,NA,0.038989664717974,NA,0.0389896647179741,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.72362127062409"
"2496","PstI.TP392482","GFW_1",847,1,17611146,0.000183630627913519,0.32059407728762,106,NA,NA,0.0270638533296813,NA,0.0270638533296812,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.116700290649226"
"2497","PstI.TP392482","GHW_1",1477,1,17611146,0.000332612515471546,0.32059407728762,106,NA,NA,0.0304417471640228,NA,0.0304417471640228,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0248696894778287"
"2498","PstI.TP393396","GS",2084,11,3065,0.000164088266351787,0.11437908496732,114,NA,NA,0.0272448834143847,NA,0.0272448834143847,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.10257173831711"
"2499","PstI.TP393536","Lg",2626,1,66632271,0.000227285588444487,0.15814848969886,114,NA,NA,0.0262670049658708,NA,0.0262670049658708,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.651817615503575"
"2500","PstI.TP394799","GS",2043,7,65402036,0.000058271268431805,0.0515157885613399,114,NA,NA,0.0130083169002015,NA,0.0130083169002015,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.765908281059743"
"2501","PstI.TP396517","FD_50",227,1,1727743,0.0000658165685189929,0.224210750981818,106,NA,NA,0.0426906762218415,NA,0.0426906762218415,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.00411791721249899"
"2502","PstI.TP396517","fprind",3169,1,1727743,0.0000654430174222467,0.224210750981818,106,NA,NA,0.0476530364836632,NA,0.0476530364836632,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.00604492738396416"
"2503","PstI.TP396517","GFW_1",727,1,1727743,0.0000200298951765372,0.224210750981818,106,NA,NA,0.00905972879415993,NA,0.00905972879415995,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.153798802076471"
"2504","PstI.TP396517","GFW_50",1155,1,1727743,0.000277029311397585,0.224210750981818,106,NA,NA,0.044314554604904,NA,0.0443145546049039,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.00150094203395592"
"2505","PstI.TP396850","Lg",2470,4,2511406,0.00000806200070703645,0.0932663826203574,114,NA,NA,0.0029788524865971,NA,0.0029788524865971,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.66608251860697"
"2506","PstI.TP402756","GHW_1",1783,1,8332613,0.00106894123609017,0.128536052574762,106,NA,NA,0.0472448036128033,NA,0.0472448036128033,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.491757749708317"
"2507","PstI.TP403796","GFW_1",968,1,4535758,0.000539536829166089,0.107961783879403,106,NA,NA,0.0473384922285725,NA,0.0473384922285725,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.690892121878853"
"2508","PstI.TP408444","GHW_1",1307,4,9160208,0.0000899743530641306,0.0531209722384285,106,NA,NA,0.0201674952140825,NA,0.0201674952140825,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","3.42981253122447"
"2509","PstI.TP408698","GS",2112,1,73181067,0.000281283615532181,0.484925727847852,114,NA,NA,0.0396730880100604,NA,0.0396730880100604,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","8.06320485611072"
"2510","PstI.TP410209","CmN",82,3,69602329,0.0000100284331951738,0.382526862764667,114,NA,NA,0.00823197806927511,NA,0.00823197806927508,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.45364737739211"
"2511","PstI.TP410209","FM_50",437,3,69602329,0.000150207032683592,0.382526862764667,106,NA,NA,0.0394053129542134,NA,0.0394053129542135,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.254048912748871"
"2512","PstI.TP410209","GFW_1",839,3,69602329,0.000173501620449284,0.382526862764667,106,NA,NA,0.0265219397469284,NA,0.0265219397469284,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.165948361861718"
"2513","PstI.TP410209","GFW_50",1179,3,69602329,0.000330040978696482,0.382526862764667,106,NA,NA,0.0459661126011163,NA,0.0459661126011163,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.225053482858932"
"2514","PstI.TP410209","GHW_1",1354,3,69602329,0.000126088512805735,0.382526862764667,106,NA,NA,0.0201723848464282,NA,0.0201723848464283,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0886828704969493"
"2515","PstI.TP410209","GHW_50",1906,3,69602329,0.000140254284880771,0.382526862764667,106,NA,NA,0.0420355851284376,NA,0.0420355851284378,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.107074525698063"
"2516","PstI.TP410209","HD_50",2207,3,69602329,0.0000233347769504465,0.382526862764667,106,NA,NA,0.0434002578416832,NA,0.0434002578416832,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.176208646123932"
"2517","PstI.TP410209","HM_1",2209,3,69602329,0.000000924849298600368,0.382526862764667,106,NA,NA,0.0144310820563469,NA,0.0144310820563469,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.167716050350593"
"2518","PstI.TP410682","Lg",2424,11,3180,0.000000400831925329606,0.0505237965745414,114,NA,NA,0.000420616989163875,NA,0.000420616989163875,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.00965986772187141"
"2519","PstI.TP410728","GFW_1",791,10,54017261,0.0000709793062482456,0.427426764084851,106,NA,NA,0.015174563622087,NA,0.015174563622087,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.74138666591113"
"2520","PstI.TP410728","GFW_50",1182,10,54017261,0.000340679834773871,0.427426764084851,106,NA,NA,0.0465309148253604,NA,0.0465309148253604,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.38474042607012"
"2521","PstI.TP410728","GHW_1",1407,10,54017261,0.000200845755140554,0.427426764084851,106,NA,NA,0.0240640267837308,NA,0.0240640267837308,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.445140046171"
"2522","PstI.TP411518","GHW_1",1478,11,3185,0.000333032760390125,0.107986876751502,106,NA,NA,0.0304417471640228,NA,0.0304417471640228,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.229571993743787"
"2523","PstI.TP412177","GHW_1",1316,1,72673321,0.0000966689104448456,0.0634569536508404,106,NA,NA,0.0201674952140825,NA,0.0201674952140825,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.584940802314232"
"2524","PstI.TP412574","Lg",2670,1,25335508,0.000343542949569305,0.0588235294117647,114,NA,NA,0.0329785554635464,NA,0.0329785554635465,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.669416484491751"
"2525","PstI.TP412743","Lg",2763,2,63812090,0.000684608334736959,0.24880034365923,114,NA,NA,0.0493407006963994,NA,0.0493407006963994,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.63854102996795"
"2526","PstI.TP41761","FD_50",201,6,47799081,0.0000206864933479826,0.229341682539675,106,NA,NA,0.0415873522873002,NA,0.0415873522873002,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","3.55502651035107"
"2527","PstI.TP41761","fprind",3151,6,47799081,0.0000296564350166884,0.229341682539675,106,NA,NA,0.044731714046481,NA,0.044731714046481,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","3.55656223746086"
"2528","PstI.TP41761","GFW_1",873,6,47799081,0.000233098175811357,0.229341682539675,106,NA,NA,0.0299759683540938,NA,0.0299759683540938,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.94434979847568"
"2529","PstI.TP41761","GHW_1",1706,6,47799081,0.000845619613110178,0.229341682539675,106,NA,NA,0.0428092697888164,NA,0.0428092697888164,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","3.04679776128451"
"2530","PstI.TP422970","GFW_50",1153,10,4700550,0.000273306611287514,0.0850700539728523,106,NA,NA,0.0442588002501027,NA,0.0442588002501027,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.330886535028726"
"2531","PstI.TP422970","GHW_1",1550,10,4700550,0.00047255257846433,0.0850700539728523,106,NA,NA,0.0342111828736794,NA,0.0342111828736794,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.967835433835335"
"2532","PstI.TP425751","CmN",60,2,71461615,0.000000675471342304466,0.289217037858686,114,NA,NA,0.00196892391044615,NA,0.00196892391044615,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.747102640384604"
"2533","PstI.TP426779","GHW_1",1299,6,445806,0.0000862786994871226,0.130981118910528,106,NA,NA,0.0201674952140825,NA,0.0201674952140825,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.338868003964591"
"2534","PstI.TP43003","FM_1",279,11,359,0.0000768051102645843,0.282234531048647,106,NA,NA,0.0423635648085809,NA,0.0423635648085809,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0268505568528248"
"2535","PstI.TP43003","GFW_1",766,11,359,0.0000515158245408773,0.282234531048647,106,NA,NA,0.0139326406289214,NA,0.0139326406289214,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0572052093988205"
"2536","PstI.TP432243","Lg",2612,8,16103800,0.00019404887228611,0.119952435853481,114,NA,NA,0.0237704947191787,NA,0.0237704947191787,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.774786489528719"
"2537","PstI.TP432584","FM_50",421,1,55856314,0.000117675473140185,0.209274297235513,106,NA,NA,0.0366702867580421,NA,0.0366702867580421,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.35683964599218"
"2538","PstI.TP432584","GFW_1",827,1,55856314,0.000153529501732888,0.209274297235513,106,NA,NA,0.0254917275219024,NA,0.0254917275219024,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.36465525028188"
"2539","PstI.TP432584","GFW_50",1190,1,55856314,0.000366168944476038,0.209274297235513,106,NA,NA,0.0482717391426351,NA,0.0482717391426351,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.41861686278692"
"2540","PstI.TP432584","GHW_1",1608,1,55856314,0.000588464733561896,0.209274297235513,106,NA,NA,0.0367781665932611,NA,0.0367781665932611,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.18811221772627"
"2541","PstI.TP432918","CmN",95,11,3318,0.0000271083586686558,0.258676130992101,114,NA,NA,0.0161627427571254,NA,0.0161627427571254,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.26289063307055"
"2542","PstI.TP433824","CmN",111,3,57313153,0.0000785614952851346,0.0889463606887211,114,NA,NA,0.0343497044551703,NA,0.0343497044551704,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0243302839616392"
"2543","PstI.TP434991","Lg",2526,9,46360203,0.0000705892422356685,0.0903505232869624,114,NA,NA,0.0145814029985081,NA,0.0145814029985081,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.687761713644847"
"2544","PstI.TP437672","Lg",2513,11,3353,0.0000483501544662662,0.29256451901391,114,NA,NA,0.0110960401001729,NA,0.0110960401001729,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.408149013431003"
"2545","PstI.TP438416","GS",2034,11,3358,0.0000432632140583441,0.0719056959515989,114,NA,NA,0.0105089551630241,NA,0.0105089551630241,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","3.12192015503774"
"2546","PstI.TP438663","GHW_1",1427,11,3360,0.000229988414218955,0.0672685929249404,106,NA,NA,0.025565746011102,NA,0.025565746011102,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.56072159728361"
"2547","PstI.TP439176","FM_50",459,10,44789600,0.000198619993701365,0.366020892597216,106,NA,NA,0.0425637969786106,NA,0.0425637969786106,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","7.71128541432922"
"2548","PstI.TP439176","fprinW",3088,10,44789600,0.000110670154791158,0.366020892597216,106,NA,NA,0.0335509656056978,NA,0.0335509656056979,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","7.80835348290183"
"2549","PstI.TP439176","FW_50",617,10,44789600,0.000114664724016233,0.366020892597216,106,NA,NA,0.0341325794661687,NA,0.0341325794661686,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","7.75709334186033"
"2550","PstI.TP439176","GFW_1",841,10,44789600,0.000175151485737202,0.366020892597216,106,NA,NA,0.0265219397469284,NA,0.0265219397469284,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","6.7262118958663"
"2551","PstI.TP44035","Lg",2444,11,369,0.00000268705192686243,0.0856766293523532,114,NA,NA,0.00153268855899927,NA,0.00153268855899927,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.870679503593515"
"2552","PstI.TP443650","Lg",2603,11,3394,0.000180219743481128,0.22008745535867,114,NA,NA,0.0231759056396271,NA,0.023175905639627,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","4.98426499112492"
"2553","PstI.TP444619","fprinGW",2948,3,2190567,0.00010108407102554,0.181699391148171,106,NA,NA,0.0302867012715109,NA,0.0302867012715108,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.0666059144654"
"2554","PstI.TP444619","fprinW",3048,3,2190567,0.0000377003573901586,0.181699391148171,106,NA,NA,0.0215006777342048,NA,0.0215006777342048,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.03199379315222"
"2555","PstI.TP444619","FW_50",574,3,2190567,0.0000330874206341958,0.181699391148171,106,NA,NA,0.0189820636194536,NA,0.0189820636194536,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.02315679132358"
"2556","PstI.TP444619","GFW_50",1027,3,2190567,0.000020641018374561,0.181699391148171,106,NA,NA,0.0146362685316391,NA,0.0146362685316391,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.95272148409282"
"2557","PstI.TP444619","GHW_1",1540,3,2190567,0.000452350198722571,0.181699391148171,106,NA,NA,0.034002736714292,NA,0.0340027367142921,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.79651631330399"
"2558","PstI.TP445836","GHW_1",1803,11,3419,0.00114291156917065,0.221551138089479,106,NA,NA,0.0489920622640895,NA,0.0489920622640896,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.942407317096587"
"2559","PstI.TP44840","FD",128,11,382,0.00000823556785516842,0.108157200240671,114,NA,NA,0.0360086478520814,NA,0.0360086478520814,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.690000809125787"
"2560","PstI.TP44945","GFW_1",858,2,5312015,0.000206310161291646,0.12413367417927,106,NA,NA,0.0284407302999752,NA,0.0284407302999751,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","4.16493146513464"
"2561","PstI.TP450151","Lg",2401,4,64705272,0.0000000000396499769976532,0.0624019169704249,114,NA,NA,0.000000379161328454709,NA,0.000000379161328454708,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.93299489990819"
"2562","PstI.TP453580","fprinGW",2973,11,3477,0.000213004173354119,0.330780288893004,106,NA,NA,0.0487454711452695,NA,0.0487454711452695,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.88733654707156"
"2563","PstI.TP453580","GFW_1",838,11,3477,0.000173356181636983,0.330780288893004,106,NA,NA,0.0265219397469284,NA,0.0265219397469284,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.42055737814507"
"2564","PstI.TP460772","GS",2105,4,65508906,0.000248869167271652,0.326797385620915,114,NA,NA,0.036473931476003,NA,0.0364739314760029,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.73985904665076"
"2565","PstI.TP460830","GHW_1",1342,11,3521,0.000121432014907612,0.117358390168292,106,NA,NA,0.0201723848464282,NA,0.0201723848464283,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.274150299147795"
"2566","PstI.TP460830","HM_1",2305,11,3521,0.000172821946350099,0.117358390168292,106,NA,NA,0.0467403189747267,NA,0.0467403189747268,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.169157833790947"
"2567","PstI.TP465891","CmN",70,11,3546,0.00000472940039800879,0.0765123195034773,114,NA,NA,0.00622308139950294,NA,0.00622308139950294,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","7.83717912904191"
"2568","PstI.TP466257","GHW_50",1888,9,44644886,0.000101737728561366,0.135462635743592,106,NA,NA,0.0386809792909983,NA,0.0386809792909982,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.87082716904981"
"2569","PstI.TP468410","Lg",2426,11,3560,0.000000478748087755998,0.117856877877127,114,NA,NA,0.000447207027039446,NA,0.000447207027039446,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.279277004785615"
"2570","PstI.TP470138","GHW_1",1709,7,7700783,0.000846832438752863,0.0913998874505535,106,NA,NA,0.0428092697888164,NA,0.0428092697888164,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.608707803227452"
"2571","PstI.TP470160","GHW_1",1782,2,1964484,0.00106840735069758,0.415032679738562,106,NA,NA,0.0472448036128033,NA,0.0472448036128033,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","6.54128352136373"
"2572","PstI.TP471512","Lg",2714,4,838209,0.000464980320646123,0.0780635623706513,114,NA,NA,0.0386650108319812,NA,0.0386650108319812,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.07126386680958"
"2573","PstI.TP471554","GS",1944,11,3580,0.000000011875465648412,0.182603752815682,114,NA,NA,0.0000173078314344689,NA,0.0000173078314344689,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.99063610775462"
"2574","PstI.TP474063","fprinGW",2968,11,3601,0.000200432171104333,0.195603246796596,106,NA,NA,0.0486828646411398,NA,0.0486828646411399,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","3.94122462442172"
"2575","PstI.TP474063","GFW_1",780,11,3601,0.0000625925661193721,0.195603246796596,106,NA,NA,0.0147932736898703,NA,0.0147932736898703,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","4.42986362397045"
"2576","PstI.TP474063","GHW_1",1270,11,3601,0.0000562886378369558,0.195603246796596,106,NA,NA,0.0184625356462537,NA,0.0184625356462537,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","4.06717318767861"
"2577","PstI.TP474961","FD_1",152,7,1691478,0.0000181365257510392,0.186274509803922,106,NA,NA,0.0187486458475948,NA,0.0187486458475948,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.217903181235925"
"2578","PstI.TP474961","fprinGW",2882,7,1691478,0.000010254478478202,0.186274509803922,106,NA,NA,0.0115467963874627,NA,0.0115467963874627,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.328930852033952"
"2579","PstI.TP474961","fprinW",3051,7,1691478,0.000042538169251647,0.186274509803922,106,NA,NA,0.02277441494179,NA,0.0227744149417899,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.365786906314496"
"2580","PstI.TP474961","FW_50",583,7,1691478,0.0000465607225126332,0.186274509803922,106,NA,NA,0.022228744471179,NA,0.022228744471179,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.362491468231349"
"2581","PstI.TP474961","GFW_1",811,7,1691478,0.000110229433812024,0.186274509803922,106,NA,NA,0.0203644997649622,NA,0.0203644997649622,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.155703131542088"
"2582","PstI.TP474961","GFW_50",1132,7,1691478,0.000188606942802582,0.186274509803922,106,NA,NA,0.0349917038265958,NA,0.0349917038265958,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.357711244812964"
"2583","PstI.TP474961","GHW_50",1849,7,1691478,0.0000250466623757954,0.186274509803922,106,NA,NA,0.0218000419242107,NA,0.0218000419242106,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.37214268779316"
"2584","PstI.TP474961","HD_1",2160,7,1691478,0.0000297054193120673,0.186274509803922,106,NA,NA,0.0273468709877945,NA,0.0273468709877945,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.149790069819897"
"2585","PstI.TP474961","HW_1",2329,7,1691478,0.0000128091599906683,0.186274509803922,106,NA,NA,0.0197667943055995,NA,0.0197667943055995,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.12214729261676"
"2586","PstI.TP474961","HW_50",2386,7,1691478,0.0000543217253118609,0.186274509803922,106,NA,NA,0.0484912347291467,NA,0.0484912347291467,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.393968991303204"
"2587","PstI.TP475191","GFW_1",816,9,53225889,0.000129695384280606,0.276223606982475,106,NA,NA,0.0229079298467001,NA,0.0229079298467002,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.432565594074689"
"2588","PstI.TP475191","GHW_1",1419,9,53225889,0.000211481942672234,0.276223606982475,106,NA,NA,0.0243014718681775,NA,0.0243014718681774,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.673032403811522"
"2589","PstI.TP475850","Lg",2461,10,52909822,0.00000619961732245123,0.0670673156683729,114,NA,NA,0.00257216895813593,NA,0.00257216895813593,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","1.91004486288535"
"2590","PstI.TP477486","fprinGW",2965,2,63077632,0.000192315992902055,0.300653594771242,106,NA,NA,0.0485117092095433,NA,0.0485117092095434,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0469700915596627"
"2591","PstI.TP479083","Lg",2525,11,3637,0.0000691157338629655,0.0874630375985588,114,NA,NA,0.0143903346203257,NA,0.0143903346203257,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","2.311442726942"
"2592","PstI.TP480160","FM_50",411,6,51153057,0.0000929895849496211,0.394847029964679,106,NA,NA,0.0320505888100586,NA,0.0320505888100586,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.152164687807677"
"2593","PstI.TP480160","GFW_1",878,6,51153057,0.000252674676130833,0.394847029964679,106,NA,NA,0.0317161122182597,NA,0.0317161122182597,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.0486397203298501"
"2594","PstI.TP480563","fprinGW",2970,11,3643,0.000204535237094793,0.122256582419101,106,NA,NA,0.0486828646411398,NA,0.0486828646411399,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","4.86855374852365"
"2595","PstI.TP480563","fprinW",3103,11,3643,0.000148411404496302,0.122256582419101,106,NA,NA,0.0385487602530295,NA,0.0385487602530296,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","4.97140556217947"
"2596","PstI.TP480563","FW_50",628,11,3643,0.000149375961098021,0.122256582419101,106,NA,NA,0.0395831208428836,NA,0.0395831208428837,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","4.95568668217145"
"2597","PstI.TP480563","GFW_1",958,11,3643,0.000518702502994019,0.122256582419101,106,NA,NA,0.0470783476718582,NA,0.0470783476718581,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","5.46878251990661"
"2598","PstI.TP480563","GFW_50",1025,11,3643,0.0000185493277588115,0.122256582419101,106,NA,NA,0.0143124430713135,NA,0.0143124430713136,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","4.95395490271237"
"2599","PstI.TP480563","GHW_1",1313,11,3643,0.0000941895492774604,0.122256582419101,106,NA,NA,0.0201674952140825,NA,0.0201674952140825,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","4.94224275207702"
"2600","PstI.TP480563","HM_1",2274,11,3643,0.000124930897346041,0.122256582419101,106,NA,NA,0.0467403189747267,NA,0.0467403189747268,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","7.32273808340055"
"2601","PstI.TP48338","fprinGW",2946,2,71250737,0.000096996533593667,0.231414623005607,106,NA,NA,0.0299365536740737,NA,0.0299365536740736,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.477100033353934"
"2602","PstI.TP48338","fprinW",3084,2,71250737,0.000108280539725708,0.231414623005607,106,NA,NA,0.0335509656056978,NA,0.0335509656056979,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.449944019089814"
"2603","PstI.TP48338","FW_1",516,2,71250737,0.0000809849405284354,0.231414623005607,106,NA,NA,0.0482290625648043,NA,0.0482290625648043,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.353697607004018"
"2604","PstI.TP48338","FW_50",614,2,71250737,0.000102245897433751,0.231414623005607,106,NA,NA,0.031527489448967,NA,0.031527489448967,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.443913522748993"
"2605","PstI.TP48338","GFW_1",704,2,71250737,0.00000851100659288093,0.231414623005607,106,NA,NA,0.00623142011210747,NA,0.00623142011210747,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.401959369172621"
"2606","PstI.TP48338","GFW_50",1160,2,71250737,0.000293264817579956,0.231414623005607,106,NA,NA,0.0453099590475283,NA,0.0453099590475283,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.477348323228873"
"2607","PstI.TP48338","GHW_1",1409,2,71250737,0.000203520587217197,0.231414623005607,106,NA,NA,0.0240640267837308,NA,0.0240640267837308,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.39471676261364"
"2608","PstI.TP48338","GHW_50",1878,2,71250737,0.000085986787996341,0.231414623005607,106,NA,NA,0.0382335151914578,NA,0.0382335151914578,"124+36088im","CMLM+SUPER","PS_Y","GAPIT","0.496614008313898"
